Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
keto,Keto-Pesto-Cauliflower-Casserole,italian,95.72,68.1,207.92,10/16/2022,18:01:37,1.406,0.328
keto,Keto Kentucky Bourbon Balls,american,11.89,205.13,175.95,10/16/2022,18:01:37,0.058,1.166
keto,Keto Fudge Popsicles Recipe,american,11.95,24.17,125.38,10/16/2022,18:01:37,0.494,0.193
keto,Bacon and Mushroom Smothered Pork Chops,american,217.87,39.37,244.39,10/16/2022,18:01:37,5.534,0.161
keto,Keto Cheesy Chicken Fritters,american,103.22,8.42,89.1,10/16/2022,18:01:44,12.259,0.095
keto,Soft Keto Tortilla Recipe,mexican,31.11,39.02,53.09,10/16/2022,18:01:44,0.797,0.735
keto,Keto Chocolate Bundt Cake,central europe,47.43,331.85,192.87,10/16/2022,18:01:44,0.143,1.721
keto,Keto Spinach Pizza Frittata,italian,128.65,15.66,174.49,10/16/2022,18:01:44,8.215,0.09
keto,Keto Eggplant Lasagna Recipe,italian,220.56,91.59,238.69,10/16/2022,18:01:44,2.408,0.384
keto,Keto Parmesan Fish Patties,american,514.29,47.58,134.68,10/16/2022,18:01:44,10.809,0.353
keto,Keto Bacon Cheeseburger Wellington,british,90.93,19.05,150.76,10/16/2022,18:01:44,4.773,0.126
keto,Keto Spicy Fried Chicken,american,285.4,7.74,198.71,10/16/2022,18:01:44,36.873,0.039
keto,Easy Raspberry Keto Cheesecake,american,20.24,34.03,146.91,10/16/2022,18:01:44,0.595,0.232
keto,Keto Cheesecake Stuffed Strawberries,american,18.09,98.65,118.1,10/16/2022,18:01:44,0.183,0.835
keto,Keto Egg Casserole Bake,italian,99.69,17.75,138.94,10/16/2022,18:01:44,5.616,0.128
keto,Keto Chocolate Waffles recipes,mediterranean,38.23,84.39,130.34,10/16/2022,18:01:44,0.453,0.647
keto,Keto Jalapeno Poppers Dip,mexican,74.96,50.23,158.17,10/16/2022,18:01:44,1.492,0.318
keto,Keto Cheesy Shrimp Fritters,south east asian,96.15,13.16,62.85,10/16/2022,18:01:44,7.306,0.209
keto,Keto Cabbage With Bacon recipes,american,16.43,9.6,46.18,10/16/2022,18:01:44,1.711,0.208
keto,Keto Lupin Flour Biscuits,american,105.88,100.07,158.19,10/16/2022,18:01:44,1.058,0.633
keto,Keto Bacon Ranch Dressing,american,24.91,8.19,180.78,10/16/2022,18:01:44,3.042,0.045
keto,Keto Brownie Mug Cake,french,4.23,16.7,19.84,10/16/2022,18:01:44,0.253,0.842
keto,Keto Cauliflower Pepper Soup,american,12.08,23.42,59.09,10/16/2022,18:01:51,0.516,0.396
keto,Keto Spaghetti Squash Carbonara,italian,38.48,33.93,54.81,10/16/2022,18:01:51,1.134,0.619
keto,Vegetarian Keto Club Salad,american,51.38,19.65,83.01,10/16/2022,18:01:51,2.615,0.237
keto,Keto Orange Fat Bombs,mediterranean,8.45,10.49,138.45,10/16/2022,18:01:51,0.806,0.076
keto,Keto Tomato Bisque Soup,french,37.69,95.54,92.09,10/16/2022,18:01:51,0.394,1.037
keto,Keto Ceasar Salad recipes,american,46.87,10.31,144.09,10/16/2022,18:01:51,4.546,0.072
keto,Keto Mocha Mousse recipes,american,22.27,103.4,169.47,10/16/2022,18:01:51,0.215,0.61
keto,Keto Vanilla-Nutmeg “Oatmeal”,american,7.58,16.28,56.01,10/16/2022,18:01:51,0.466,0.291
keto,Low Carb Keto Biscuits,british,66.98,42.21,181.33,10/16/2022,18:01:51,1.587,0.233
keto,No-Crust Keto Pumpkin Pie,british,28.95,57.48,107.78,10/16/2022,18:01:51,0.504,0.533
keto,Cheesy Keto Creamed Spinach,french,37.82,21.6,76.83,10/16/2022,18:01:51,1.751,0.281
keto,Keto Paleo Tzatziki recipes,mediterranean,9.81,23.49,110.44,10/16/2022,18:01:51,0.418,0.213
keto,Keto Tater Tot Casserole,american,151.71,42.19,151.02,10/16/2022,18:01:51,3.596,0.279
keto,Keto Food Journal — Steemit,mediterranean,33.93,22.29,108.8,10/16/2022,18:01:51,1.522,0.205
keto,Keto Mississippi Roast recipes,british,373.37,34.63,185.77,10/16/2022,18:01:51,10.782,0.186
keto,NSNG Keto Salmon Patties,nordic,107.0,18.99,62.94,10/16/2022,18:01:57,5.635,0.302
keto,Keto Zucchini Noodles With Meatballs,asian,101.73,17.72,107.67,10/16/2022,18:01:57,5.741,0.165
keto,Easy Keto Naan Recipe,indian,127.89,45.96,193.52,10/16/2022,18:01:57,2.783,0.237
keto,Keto Southern Style Meatloaf,american,177.5,47.0,196.68,10/16/2022,18:01:57,3.777,0.239
keto,Keto Crispy Pork Cutlets,american,157.36,6.05,227.96,10/16/2022,18:01:57,26.01,0.027
keto,Keto Mock Potato Salad,american,45.67,66.83,110.63,10/16/2022,18:01:57,0.683,0.604
keto,Keto Chili Stuffed Peppers,american,149.48,99.44,213.19,10/16/2022,18:01:57,1.503,0.466
keto,Keto Tuna Fish Salad,american,69.72,31.61,36.04,10/16/2022,18:01:57,2.206,0.877
keto,Keto Chicken Zucchini Meatballs,american,49.88,9.38,29.89,10/16/2022,18:01:57,5.318,0.314
keto,Keto Bacon and Roasted Cabbage,american,25.56,34.74,58.12,10/16/2022,18:01:57,0.736,0.598
keto,Keto Bunless Bacon Cheeseburger,american,128.3,12.66,182.48,10/16/2022,18:01:57,10.134,0.069
keto,Keto Easter Chocolate Nests,french,44.04,118.92,184.6,10/16/2022,18:01:57,0.37,0.644
keto,Keto Philly Cheesesteak Skillet,american,172.49,60.51,188.29,10/16/2022,18:01:57,2.851,0.321
keto,Keto Honey Mustard Dressing,american,4.89,17.01,182.03,10/16/2022,18:01:57,0.287,0.093
keto,Keto Cauliflower Spanish Rice,mediterranean,15.96,56.49,56.98,10/16/2022,18:01:57,0.283,0.991
keto,Keto cheesy broccoli soup,american,83.78,44.26,232.15,10/16/2022,18:01:57,1.893,0.191
keto,Keto Pepperoni Pizza Cups,italian,72.25,19.07,109.24,10/16/2022,18:01:57,3.789,0.175
keto,Keto Eggplant Burgers Recipe,french,44.02,51.68,53.63,10/16/2022,18:01:57,0.852,0.964
keto,Keto egg and cheese bites,american,28.24,2.5,21.47,10/16/2022,18:02:04,11.296,0.116
keto,Loaded Keto Zucchini Skins,british,37.25,24.91,98.63,10/16/2022,18:02:04,1.495,0.253
keto,Simple Keto Zucchini Hash,south american,34.93,19.26,75.51,10/16/2022,18:02:04,1.814,0.255
keto,Keto Pesto Chicken with Mozzarella,italian,99.96,9.57,70.32,10/16/2022,18:02:04,10.445,0.136
keto,Keto Pork Stir Fry,chinese,134.97,41.97,77.18,10/16/2022,18:02:04,3.216,0.544
keto,Keto Chicken Broccoli Casserole,italian,185.08,40.1,277.66,10/16/2022,18:02:04,4.615,0.144
keto,Salty Salsa Keto Crackers,american,51.11,60.83,91.88,10/16/2022,18:02:04,0.84,0.662
keto,Keto Creamy Broccoli Soup,italian,30.6,66.58,8.2,10/16/2022,18:02:04,0.46,8.12
keto,Sherried Chicken Salad,american,248.62,135.04,278.71,10/16/2022,18:02:04,1.841,0.485
keto,Vegetarian Keto “Crab” Cakes,american,31.19,25.1,117.96,10/16/2022,18:02:04,1.243,0.213
keto,Keto Parmesan Crusted Tilapia,mediterranean,162.89,8.05,48.77,10/16/2022,18:02:04,20.235,0.165
keto,Keto Bacon Ranch Dressing,american,24.92,8.75,180.77,10/16/2022,18:02:04,2.848,0.048
keto,Keto Chocolate Espresso Sorbet,american,26.1,294.79,129.39,10/16/2022,18:02:04,0.089,2.278
keto,Paleo Mississippi Roast with Lotus Root recipes,british,163.04,58.41,164.26,10/16/2022,18:02:11,2.791,0.356
keto,Keto Cauliflower Pizza Muffins,italian,80.58,37.67,111.44,10/16/2022,18:02:11,2.139,0.338
keto,"Keto-Friendly ""Candied"" Nuts",american,47.46,65.9,326.97,10/16/2022,18:02:11,0.72,0.202
keto,Keto Chicken Stir-Fry,chinese,260.75,74.86,47.21,10/16/2022,18:02:11,3.483,1.586
keto,Keto Stuffed Pepper Casserole,italian,155.64,87.18,172.22,10/16/2022,18:02:11,1.785,0.506
keto,Keto Dill Pickle Soup,american,28.65,19.08,182.75,10/16/2022,18:02:11,1.502,0.104
keto,Keto Zucchini and Walnut Bread,american,45.08,42.88,126.73,10/16/2022,18:02:11,1.051,0.338
keto,Keto Mexican Chocolate Pudding,british,7.47,68.74,24.82,10/16/2022,18:02:11,0.109,2.77
keto,Keto Chicken Pizza Dip,italian,152.56,28.64,248.55,10/16/2022,18:02:11,5.327,0.115
keto,Keto Sandwich Bread recipes,nordic,136.11,180.33,71.42,10/16/2022,18:02:11,0.755,2.525
keto,Easy Clam Chowder | Keto,american,168.99,80.18,199.3,10/16/2022,18:02:11,2.108,0.402
keto,Keto Zone Green Beans,american,27.59,50.91,100.41,10/16/2022,18:02:11,0.542,0.507
keto,Keto Almond Ricotta Cake,italian,120.78,163.57,298.48,10/16/2022,18:02:11,0.738,0.548
keto,Keto Scampi-Style Chicken,italian,128.84,27.69,112.92,10/16/2022,18:02:11,4.653,0.245
keto,Healthy Keto Avocado Hummus,mediterranean,19.67,44.02,167.91,10/16/2022,18:02:11,0.447,0.262
keto,Keto Mock Crab Salad,american,41.66,6.18,35.3,10/16/2022,18:02:11,6.741,0.175
keto,Keto Bruschetta Stuffed Avocado,italian,23.48,45.71,95.98,10/16/2022,18:02:18,0.514,0.476
keto,Keto Green Bean Casserole,south american,50.28,59.84,137.96,10/16/2022,18:02:18,0.84,0.434
keto,Chicken Roulades (Keto-friendly!),italian,92.87,25.36,124.34,10/16/2022,18:02:18,3.662,0.204
keto,Keto Egg Foo Young,chinese,52.16,31.35,45.33,10/16/2022,18:02:18,1.664,0.692
keto,Keto Tuna Salad recipes,american,47.58,5.3,46.8,10/16/2022,18:02:18,8.977,0.113
keto,Keto Cabbage Soup Recipe,american,240.9,60.16,139.88,10/16/2022,18:02:18,4.004,0.43
keto,Keto Cheesy Spinach Burger,nordic,125.38,38.78,235.01,10/16/2022,18:02:18,3.233,0.165
keto,Keto Coconut Cream Pie,american,73.43,81.16,263.72,10/16/2022,18:02:18,0.905,0.308
keto,Keto Tuscan Garlic Chicken,italian,246.2,29.8,147.47,10/16/2022,18:02:18,8.262,0.202
keto,Easy Tomato Soup (Keto),french,21.21,31.95,78.66,10/16/2022,18:02:18,0.664,0.406
keto,Keto Mediterranean Steak Pinwheels,mediterranean,167.9,26.46,110.15,10/16/2022,18:02:18,6.345,0.24
keto,Keto Avocado Stuffed Chicken,american,292.73,22.82,87.72,10/16/2022,18:02:18,12.828,0.26
keto,Keto Bison Meatballs recipes,american,128.91,27.8,197.3,10/16/2022,18:02:18,4.637,0.141
keto,Keto Strawberry Mini Clafoutis,french,21.13,38.71,67.86,10/16/2022,18:02:18,0.546,0.57
keto,Creamy Keto Cauliflower Risotto,italian,69.2,44.59,135.46,10/16/2022,18:02:18,1.552,0.329
keto,Keto Crab Stuffed Mushrooms,american,64.46,26.34,70.05,10/16/2022,18:02:18,2.447,0.376
keto,Keto Chocolate Orange Macaroons,american,65.05,342.67,341.77,10/16/2022,18:02:24,0.19,1.003
keto,"Chicken Adobo | Keto, Paleo",asian,238.4,34.46,244.29,10/16/2022,18:02:24,6.918,0.141
keto,Keto Lemon Poppyseed Cheesecake,american,116.08,94.11,511.43,10/16/2022,18:02:24,1.233,0.184
keto,Easy Weeknight Keto Pizza,italian,128.57,30.32,213.79,10/16/2022,18:02:24,4.24,0.142
keto,Cinnamon Keto Mug Cake,british,12.05,22.51,29.46,10/16/2022,18:02:24,0.535,0.764
keto,Keto Peanut Butter Cups,american,48.03,84.45,295.72,10/16/2022,18:02:24,0.569,0.286
keto,Keto Korean Fried Chicken,french,188.06,31.45,401.07,10/16/2022,18:02:24,5.98,0.078
keto,Creamy Keto Avocado Soup,american,37.36,91.84,228.56,10/16/2022,18:02:24,0.407,0.402
keto,Roasted Keto Cauliflower Mash,british,19.69,58.39,53.84,10/16/2022,18:02:24,0.337,1.085
keto,Crunchy Keto Salad Toppers,american,24.57,20.64,69.23,10/16/2022,18:02:24,1.19,0.298
keto,Keto Zuppa Toscana Soup,italian,98.45,55.02,234.93,10/16/2022,18:02:24,1.789,0.234
keto,Keto Cauliflower Rice Stuffing,south american,54.3,63.97,69.31,10/16/2022,18:02:24,0.849,0.923
keto,Keto Celeriac Cauli-Mash,french,23.49,45.45,185.07,10/16/2022,18:02:24,0.517,0.246
keto,Keto Butternut Squash Risotto,italian,43.64,48.26,95.41,10/16/2022,18:02:24,0.904,0.506
keto,Keto Cheese Stuffed Meatballs,american,237.8,67.71,323.06,10/16/2022,18:02:24,3.512,0.21
keto,Keto Taco Breakfast Skillet,mexican,198.8,58.6,272.0,10/16/2022,18:02:31,3.392,0.215
keto,Keto Strawberry Cheesecake Jars,american,23.96,80.46,199.52,10/16/2022,18:02:31,0.298,0.403
keto,Keto-Friendly Brownie Cakes,french,17.2,16.5,72.99,10/16/2022,18:02:31,1.042,0.226
keto,Keto BBQ Meatball Skewers,american,158.34,16.49,200.84,10/16/2022,18:02:31,9.602,0.082
keto,Keto Meat Pie recipes,american,190.75,223.91,406.66,10/16/2022,18:02:31,0.852,0.551
keto,Keto Crab Stuffed Avocado,american,34.09,20.33,65.63,10/16/2022,18:02:31,1.677,0.31
keto,Keto Avocado Deviled Eggs,mexican,55.07,24.19,67.89,10/16/2022,18:02:31,2.277,0.356
keto,Keto Easter Cheese Ball,french,100.2,35.88,278.97,10/16/2022,18:02:31,2.793,0.129
keto,Keto Blueberry Mug Cake,british,6.18,12.64,17.23,10/16/2022,18:02:31,0.489,0.734
keto,Keto Chicken and Broccoli Casserole,french,189.85,133.93,465.14,10/16/2022,18:02:31,1.418,0.288
keto,Keto Mashed Cauliflower with Cheese,american,25.67,55.41,42.74,10/16/2022,18:02:31,0.463,1.296
keto,Easy Keto Pound Cake,british,73.42,138.29,206.61,10/16/2022,18:02:31,0.531,0.669
keto,Keto Grilled Steak Rolls,french,65.32,18.74,93.62,10/16/2022,18:02:31,3.486,0.2
keto,Keto Banana Blueberry Muffins,american,89.35,97.24,225.45,10/16/2022,18:02:31,0.919,0.431
keto,Instant Pot Keto Chili,american,101.33,79.12,93.85,10/16/2022,18:02:31,1.281,0.843
keto,Keto Baked Chicken Fajitas,mexican,186.9,51.98,64.46,10/16/2022,18:02:38,3.596,0.806
keto,3 Ingredient Keto Japanese Cheesecake,japanese,48.34,145.03,150.77,10/16/2022,18:02:38,0.333,0.962
keto,Keto English Cottage Pie,american,194.19,53.91,244.83,10/16/2022,18:02:38,3.602,0.22
keto,Keto Chicken and Broccoli Casserole,italian,159.45,35.97,273.25,10/16/2022,18:02:38,4.433,0.132
keto,Keto Berry Mug Cake,british,12.55,24.44,39.27,10/16/2022,18:02:38,0.514,0.622
keto,5 Minute Keto Pesto recipes,italian,47.93,14.09,203.9,10/16/2022,18:02:38,3.402,0.069
keto,Air Fryer Keto Chicken Wings,american,238.79,4.96,188.08,10/16/2022,18:02:38,48.143,0.026
keto,Keto Chicken Pad Thai,south east asian,196.91,209.26,249.58,10/16/2022,18:02:38,0.941,0.838
keto,Keto Cheeseburger Muffins recipes,american,135.85,53.67,181.35,10/16/2022,18:02:38,2.531,0.296
keto,5-layer Keto Dip recipes,mexican,108.3,101.44,381.15,10/16/2022,18:02:38,1.068,0.266
keto,Sara louise's Keto Schnitzel,central europe,336.02,109.23,629.04,10/16/2022,18:02:38,3.076,0.174
keto,Low Carb Lasagna Meatballs Recipe,italian,308.21,32.78,328.73,10/16/2022,18:02:38,9.402,0.1
keto,Sara Louise's Keto Yapchik,american,174.05,130.65,226.62,10/16/2022,18:02:38,1.332,0.577
keto,Keto Chocolate Mousse (Low Carb),french,25.33,45.96,255.26,10/16/2022,18:02:45,0.551,0.18
keto,Keto Paleo Meatloaf recipes,american,143.36,37.65,172.61,10/16/2022,18:02:45,3.808,0.218
keto,KETO Egg and Ham Soup,american,29.54,10.62,19.55,10/16/2022,18:02:45,2.782,0.543
keto,Keto Bacon Cheeseburger Cups,american,185.37,55.26,224.12,10/16/2022,18:02:45,3.355,0.247
keto,Special Dark fat bombs - Keto,american,3.09,7.01,202.54,10/16/2022,18:02:45,0.441,0.035
keto,Low Carb/Keto pizza crust,italian,65.2,23.02,108.07,10/16/2022,18:02:45,2.832,0.213
keto,Keto Pizza Florentine recipes,italian,112.53,258.9,128.67,10/16/2022,18:02:45,0.435,2.012
keto,KETO Shrimp and Asparagus Alfredo,italian,243.63,41.0,432.48,10/16/2022,18:02:45,5.942,0.095
keto,Low-Carb Keto Lasagna,italian,284.21,119.23,401.06,10/16/2022,18:02:45,2.384,0.297
keto,Easy Keto Mozzarella Chicken,italian,162.11,44.11,79.41,10/16/2022,18:02:45,3.675,0.555
keto,Keto Strawberry Ice Cream,american,29.56,52.43,291.93,10/16/2022,18:02:45,0.564,0.18
keto,Pecan Coconut Butter (Keto Diet),american,16.51,35.55,177.99,10/16/2022,18:02:45,0.464,0.2
keto,Keto Matcha Mint Bars,american,52.13,167.75,322.48,10/16/2022,18:02:45,0.311,0.52
keto,Keto Recipes - Baked Parmesan Chips,american,101.35,9.13,73.23,10/16/2022,18:02:45,11.101,0.125
keto,Keto Mediterranean Chicken Skillet,mediterranean,167.51,78.39,150.47,10/16/2022,18:02:51,2.137,0.521
keto,Keto Shrimp Stir-Fry,chinese,99.02,38.73,21.15,10/16/2022,18:02:51,2.557,1.831
keto,Keto Chicken and Rice Casserole,italian,154.43,60.76,219.59,10/16/2022,18:02:51,2.542,0.277
keto,Keto Blueberry Coconut Crumble Recipe,american,15.78,49.78,98.32,10/16/2022,18:02:51,0.317,0.506
keto,Keto Roti John recipes,american,165.21,72.4,275.59,10/16/2022,18:02:51,2.282,0.263
keto,Low-Carb Keto Moscow Mule,world,0.25,36.46,0.06,10/16/2022,18:02:51,0.007,607.667
keto,Quick keto chips and dip,american,5.11,2.04,14.36,10/16/2022,18:02:51,2.505,0.142
keto,5 Minute Keto Pizza recipes,italian,29.07,23.2,33.98,10/16/2022,18:02:51,1.253,0.683
keto,Keto Bacon Cheeseburger Casserole,italian,342.16,63.19,560.81,10/16/2022,18:02:51,5.415,0.113
keto,Keto Cinnamon Donut Holes Recipe,american,33.05,84.74,115.99,10/16/2022,18:02:51,0.39,0.731
keto,Rebekah's Keto Egg Casserole,american,159.45,18.8,249.64,10/16/2022,18:02:51,8.481,0.075
keto,Keto Salmon and Zucchini Noodles,nordic,102.67,29.96,81.16,10/16/2022,18:02:51,3.427,0.369
keto,Vegan Keto Lemon Fat Bombs,american,6.06,24.7,109.39,10/16/2022,18:02:51,0.245,0.226
keto,Keto Jalapeno Popper Chicken Casserole,mexican,291.41,18.1,326.85,10/16/2022,18:02:51,16.1,0.055
keto,Keto Chicken Mushroom Casserole Recipe,american,268.91,35.22,314.52,10/16/2022,18:02:51,7.635,0.112
keto,Steak with Keto Mushroom Stroganoff,eastern europe,28.67,10.15,49.72,10/16/2022,18:02:51,2.825,0.204
keto,Keto Jalapeño Cheese Crisps Recipe,south american,49.55,7.42,42.87,10/16/2022,18:02:51,6.678,0.173
keto,Chocolate-Peanut Butter Keto Cups,american,37.23,43.07,310.17,10/16/2022,18:02:58,0.864,0.139
keto,Keto Quick Asparagus Sauté Recipe,mediterranean,5.72,10.5,41.42,10/16/2022,18:02:58,0.545,0.254
keto,Magic Low-Carb Keto Gnocchi,italian,56.2,7.18,60.85,10/16/2022,18:02:58,7.827,0.118
keto,Creamy Keto Chicken-Poblano Soup,american,145.33,34.3,206.91,10/16/2022,18:02:58,4.237,0.166
keto,"Jambalaya Kabobs | Keto, Paleo",american,199.3,53.04,179.69,10/16/2022,18:02:58,3.758,0.295
keto,Keto Broccoli and Cheese Cauliflower,british,29.75,46.64,113.48,10/16/2022,18:02:58,0.638,0.411
keto,Sara Louise's Keto Matboucha,italian,26.61,124.82,115.33,10/16/2022,18:02:58,0.213,1.082
keto,Keto Low Carb Ice Cream,american,4.86,24.12,77.37,10/16/2022,18:02:58,0.201,0.312
keto,Kat's Keto Turkey Meatballs,american,211.39,16.03,181.52,10/16/2022,18:02:58,13.187,0.088
keto,Keto Beef Goulash Recipe,mediterranean,101.36,22.52,112.77,10/16/2022,18:02:58,4.501,0.2
keto,Keto Brussels Sprouts with Bacon,central europe,74.47,91.38,104.66,10/16/2022,18:02:58,0.815,0.873
keto,Keto Cheeseburger Casserole with Bacon,italian,351.06,56.31,598.18,10/16/2022,18:02:58,6.234,0.094
keto,Keto Chicken Korma Recipe,south east asian,79.81,33.57,157.25,10/16/2022,18:02:58,2.377,0.213
keto,Low-carb keto-friendly pizza,italian,68.94,22.73,85.55,10/16/2022,18:02:58,3.033,0.266
keto,Baked Brie with a Keto Crust,french,187.02,31.84,254.44,10/16/2022,18:02:58,5.874,0.125
keto,Keto Air Fryer Jalapeno Poppers,mexican,35.33,16.34,142.17,10/16/2022,18:02:58,2.162,0.115
keto,Keto Cream Cheese Ranch Dip,american,25.21,49.16,125.24,10/16/2022,18:03:05,0.513,0.393
keto,Keto Spinach Stuffed Chicken recipes,italian,230.26,4.42,149.39,10/16/2022,18:03:05,52.095,0.03
keto,Keto Cauliflower Mac and Cheese,american,64.54,53.42,145.33,10/16/2022,18:03:05,1.208,0.368
keto,Keto Herb and Cheese Spread,american,25.13,13.4,176.96,10/16/2022,18:03:05,1.875,0.076
keto,LCHF CHOCOLATE WALNUT KETO FUDGE,american,22.07,74.13,169.99,10/16/2022,18:03:05,0.298,0.436
keto,Cheesy Broccoli Fritters,japanese,67.87,64.91,170.29,10/16/2022,18:03:05,1.046,0.381
keto,Keto Strawberry Cheesecake Mousse recipes,french,20.47,38.07,174.0,10/16/2022,18:03:05,0.538,0.219
keto,No-Churn Keto Ice Cream,italian,4.9,9.47,88.06,10/16/2022,18:03:05,0.517,0.108
keto,Smoked Keto Armadillo Eggs Recipe,american,104.37,15.8,189.76,10/16/2022,18:03:05,6.606,0.083
keto,Keto Broccoli Cheese Soup,american,131.61,76.43,253.19,10/16/2022,18:03:05,1.722,0.302
keto,Keto Friendly Creamsicle Melts Recipe,american,11.33,34.71,176.13,10/16/2022,18:03:05,0.326,0.197
keto,PERFECT KETO CAULIFLOWER PIZZA CRUST,italian,34.9,46.14,19.99,10/16/2022,18:03:05,0.756,2.308
keto,Keto Chicken Lo Mein,chinese,180.51,300.53,90.16,10/16/2022,18:03:05,0.601,3.333
keto,Keto Shepherd’s Pie recipes,british,175.49,158.54,327.6,10/16/2022,18:03:05,1.107,0.484
keto,Keto Fish Pie recipes,american,239.73,47.73,293.85,10/16/2022,18:03:05,5.023,0.162
keto,Best Low-Carb Keto Meatballs,american,135.58,26.91,162.06,10/16/2022,18:03:05,5.038,0.166
keto,"Keto-Friendly, Low-Carb Bagels",american,193.85,54.39,272.94,10/16/2022,18:03:05,3.564,0.199
keto,Low Carb Keto Tasty Buns,british,37.74,12.79,65.04,10/16/2022,18:03:11,2.951,0.197
keto,Keto creamy chicken bacon chowder,american,94.9,41.56,295.74,10/16/2022,18:03:11,2.283,0.141
keto,"Chicken Alfredo Bake Recipe {Paleo, Clean Eating, Gluten-Free, Dairy-Free, Whole30} recipes",italian,134.66,68.36,106.66,10/16/2022,18:03:11,1.97,0.641
keto,"Low Carb Keto ""Cornbread"" recipes",american,39.46,26.2,99.89,10/16/2022,18:03:11,1.506,0.262
keto,Keto Chocolate Coffee Fat Bombs,french,26.07,49.77,193.61,10/16/2022,18:03:11,0.524,0.257
keto,Keto bomb chocolate coconut mousse,american,18.23,28.04,268.99,10/16/2022,18:03:11,0.65,0.104
keto,Keto Avocado Cheese Dip recipes,american,106.87,66.56,314.87,10/16/2022,18:03:11,1.606,0.211
keto,Keto Parmesan Crusted Pork Chops,mediterranean,225.74,8.9,132.4,10/16/2022,18:03:11,25.364,0.067
keto,Keto Roasted Eggplant Dip Recipe,mediterranean,11.49,52.78,16.39,10/16/2022,18:03:11,0.218,3.22
keto,Keto Bacon Wrapped Chicken Tenders,american,329.65,278.16,424.63,10/16/2022,18:03:11,1.185,0.655
keto,Keto -- Baked Mockaroni and Cheese,american,99.24,71.58,167.66,10/16/2022,18:03:11,1.386,0.427
keto,Keto Air Fryer Breaded Cod,american,495.0,68.41,532.07,10/16/2022,18:03:11,7.236,0.129
keto,Keto Mini Pecan Pies Recipe,american,33.17,97.26,163.76,10/16/2022,18:03:11,0.341,0.594
keto,Keto Lemon Coconut Fat Bombs,french,2.81,11.79,27.11,10/16/2022,18:03:11,0.238,0.435
keto,Chocolate Peanut Butter Keto Cups,american,35.53,70.55,199.04,10/16/2022,18:03:11,0.504,0.354
keto,Salt N Vinegar Keto Crackers,british,59.54,54.14,127.7,10/16/2022,18:03:11,1.1,0.424
keto,Keto Bacon Ranch Stuffed Burger,american,122.45,90.56,196.66,10/16/2022,18:03:11,1.352,0.46
keto,Keto Beef Egg Roll Slaw,chinese,127.9,81.03,203.37,10/16/2022,18:03:18,1.578,0.398
keto,Chocolate Keto Fat Bomb Recipe,french,74.16,115.69,362.29,10/16/2022,18:03:18,0.641,0.319
keto,Mascarpone Cream Mousse Dessert (Keto),american,20.87,62.84,152.53,10/16/2022,18:03:18,0.332,0.412
keto,Keto Peppered Maple Pecan Bacon,american,24.04,19.32,84.41,10/16/2022,18:03:18,1.244,0.229
keto,Keto - friendly Chocolate Mousse recipes,british,13.19,44.96,47.03,10/16/2022,18:03:18,0.293,0.956
keto,Keto Sheet Pan Chicken Dinner,american,107.78,115.14,183.07,10/16/2022,18:03:18,0.936,0.629
keto,Keto Blinis with Smoked Salmon,nordic,61.62,19.13,105.27,10/16/2022,18:03:18,3.221,0.182
keto,Keto Buffalo Blue Cheese Dressing,american,37.37,10.81,166.95,10/16/2022,18:03:18,3.457,0.065
